city,county,model_year,make,model,electric_vehicle_type,n_cars
Tukwila,King,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Anacortes,Skagit,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),10
Bremerton,Kitsap,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),10
Everett,Snohomish,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),10
Lake Forest Park,King,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),10
Kenmore,King,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),10
Sammamish,King,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),10
Carnation,King,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Friday Harbor,San Juan,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),10
Brush Prairie,Clark,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),10
Woodinville,King,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),10
Shoreline,King,2022,KIA,EV6,Battery Electric Vehicle (BEV),10
Woodinville,King,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),10
Port Angeles,Clallam,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),10
Lynnwood,Snohomish,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),10
Walla Walla,Walla Walla,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),10
Shoreline,King,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),10
Freeland,Island,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Tacoma,Pierce,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),10
Dupont,Pierce,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Graham,Pierce,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Spokane,Spokane,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),10
Everett,Snohomish,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),10
Lynnwood,Snohomish,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),10
Bremerton,Kitsap,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),10
Clyde Hill,King,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Wenatchee,Chelan,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Poulsbo,Kitsap,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),10
Renton,King,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),10
Puyallup,Pierce,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),10
White Salmon,Klickitat,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),10
Bothell,Snohomish,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),10
Redmond,King,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),10
Kent,King,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),10
Kirkland,King,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),10
Bellingham,Whatcom,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),10
Redmond,King,2023,KIA,EV6,Battery Electric Vehicle (BEV),10
Quincy,Grant,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),10
Auburn,King,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),10
Shoreline,King,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),10
Camas,Clark,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),10
Leavenworth,Chelan,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Auburn,King,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),10
Mercer Island,King,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),10
Federal Way,King,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),10
Bellingham,Whatcom,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),10
Kent,King,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),10
Kirkland,King,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),10
Kent,King,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),10
Mercer Island,King,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),10
Kent,King,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),10
Bellingham,Whatcom,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),10
Kirkland,King,2021,TESLA,MODEL X,Battery Electric Vehicle (BEV),10
Seattle,King,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),10
Redmond,King,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),10
Puyallup,Pierce,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),10
Puyallup,Pierce,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),10
Washougal,Clark,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),10
Enumclaw,King,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Kirkland,King,2023,KIA,NIRO,Battery Electric Vehicle (BEV),10
Redmond,King,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),10
Bainbridge Island,Kitsap,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),10
Medina,King,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),10
Vashon,King,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),10
Enumclaw,King,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Olympia,Thurston,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),10
Lakewood,Pierce,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),10
Mercer Island,King,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),10
Snohomish,Snohomish,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),10
Edgewood,Pierce,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Burien,King,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),10
Woodinville,King,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),10
Ridgefield,Clark,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),10
Ridgefield,Clark,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),10
Tacoma,Pierce,2023,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),10
Federal Way,King,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),10
Mercer Island,King,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),10
Kent,King,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),10
Oak Harbor,Island,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),10
Ellensburg,Kittitas,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Vashon,King,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),10
Ellensburg,Kittitas,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),10
Kingston,Kitsap,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),10
Auburn,King,2022,KIA,EV6,Battery Electric Vehicle (BEV),10
Redmond,King,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),10
Bellingham,Whatcom,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),10
Bellingham,Whatcom,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),10
Redmond,King,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),10
Kirkland,King,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),10
Kirkland,King,2016,KIA,SOUL,Battery Electric Vehicle (BEV),10
Redmond,King,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),10
Kirkland,King,2019,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),10
Federal Way,King,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),10
Bellingham,Whatcom,2020,KIA,NIRO,Battery Electric Vehicle (BEV),10
Seattle,King,2020,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),10
Ridgefield,Clark,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),10
Redmond,King,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),10
Vashon,King,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),10
Normandy Park,King,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Bellingham,Whatcom,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),10
Auburn,King,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),10
Ridgefield,Clark,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),10
Seattle,King,2020,BMW,I3,Battery Electric Vehicle (BEV),10
Mercer Island,King,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),10
Edmonds,Snohomish,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),10
Edmonds,Snohomish,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),10
Ellensburg,Kittitas,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Spokane,Spokane,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),10
Ellensburg,Kittitas,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Kent,King,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),10
Bainbridge Island,Kitsap,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),10
Kent,King,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),10
Bellingham,Whatcom,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),10
Bainbridge Island,Kitsap,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),10
Redmond,King,2023,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),10
Bellingham,Whatcom,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),10
Ellensburg,Kittitas,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Woodway,Snohomish,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
North Bend,King,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Edmonds,Snohomish,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),10
Bellingham,Whatcom,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),10
North Bend,King,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),10
Redmond,King,2022,KIA,NIRO,Battery Electric Vehicle (BEV),10
Kirkland,King,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),10
Bellingham,Whatcom,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),10
Spokane,Spokane,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),10
Mercer Island,King,2022,RIVIAN,R1S,Battery Electric Vehicle (BEV),10
Bellevue,King,2023,MINI,HARDTOP,Battery Electric Vehicle (BEV),10
Everett,Snohomish,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),10
Olympia,Thurston,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),10
Puyallup,Pierce,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),10
Olympia,Thurston,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),10
Shoreline,King,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),10
Blaine,Whatcom,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),10
Kirkland,King,2023,POLESTAR,PS2,Battery Electric Vehicle (BEV),10
Lacey,Thurston,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),10
Tumwater,Thurston,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Maple Valley,King,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),10
Snoqualmie,King,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),10
Camas,Clark,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),10
Camas,Clark,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),10
Ferndale,Whatcom,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),10
Black Diamond,King,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Everett,Snohomish,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),10
Olympia,Thurston,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),10
Olympia,Thurston,2018,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),10
Renton,King,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),10
Olympia,Thurston,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),10
Maple Valley,King,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),10
Kennewick,Benton,2022,KIA,EV6,Battery Electric Vehicle (BEV),10
Marysville,Snohomish,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),10
Vancouver,Clark,2016,KIA,SOUL,Battery Electric Vehicle (BEV),10
Sequim,Clallam,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),10
Olympia,Thurston,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),10
Des Moines,King,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),10
Maple Valley,King,2023,BMW,I4,Battery Electric Vehicle (BEV),10
Bainbridge Island,Kitsap,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),10
Camas,Clark,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),10
Camas,Clark,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),10
Bainbridge Island,Kitsap,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),10
Olympia,Thurston,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),10
Bellevue,King,2023,FORD,F-150,Battery Electric Vehicle (BEV),10
Bothell,Snohomish,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),10
Marysville,Snohomish,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),10
Redmond,King,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),10
Bothell,Snohomish,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),10
Bellevue,King,2023,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),10
Federal Way,King,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),10
Tacoma,Pierce,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),10
Camas,Clark,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),10
Gig Harbor,Pierce,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),10
Liberty Lake,Spokane,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),10
Shoreline,King,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),10
Seattle,King,2014,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),10
Bothell,Snohomish,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),10
Bellevue,King,2022,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),10
Greenacres,Spokane,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),10
Burien,King,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),10
Shoreline,King,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),10
Gig Harbor,Pierce,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),10
Shoreline,King,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),10
Camas,Clark,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),10
Olympia,Thurston,2021,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),10
Bremerton,Kitsap,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),10
Olympia,Thurston,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),10
Camas,Clark,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),10
Bainbridge Island,Kitsap,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),10
Bellevue,King,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),10
Silverdale,Kitsap,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),9
Seattle,King,2023,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),9
Lacey,Thurston,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),9
Snoqualmie,King,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),9
Kirkland,King,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),9
Camano Island,Island,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),9
Vashon,King,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),9
Camano Island,Island,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),9
Spokane,Spokane,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),9
Kenmore,King,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),9
Gig Harbor,Pierce,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),9
Bothell,Snohomish,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),9
Camas,Clark,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),9
Sammamish,King,2023,FORD,F-150,Battery Electric Vehicle (BEV),9
Kelso,Cowlitz,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),9
Issaquah,King,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),9
Leavenworth,Chelan,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),9
Kirkland,King,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),9
Sammamish,King,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),9
Silverdale,Kitsap,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),9
Lake Forest Park,King,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),9
Seattle,King,2023,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),9
Bremerton,Kitsap,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),9
Shelton,Mason,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),9
Kennewick,Benton,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),9
Sammamish,King,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),9
Spanaway,Pierce,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),9
Burlington,Skagit,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),9
Lacey,Thurston,2023,KIA,EV6,Battery Electric Vehicle (BEV),9
Kirkland,King,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),9
Friday Harbor,San Juan,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),9
Seattle,King,2023,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),9
Snohomish,Snohomish,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),9
Camas,Clark,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),9
University Place,Pierce,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),9
Shelton,Mason,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),9
Snohomish,Snohomish,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),9
Gig Harbor,Pierce,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),9
Issaquah,King,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),9
Vashon,King,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),9
Seattle,King,2023,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),9
Vancouver,Clark,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),9
Shoreline,King,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),9
Snohomish,Snohomish,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),9
Issaquah,King,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),9
Gig Harbor,Pierce,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),9
Kirkland,King,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),9
Kirkland,King,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),9
Kirkland,King,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),9
Seattle,King,2020,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),9
Langley,Island,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),9
Bothell,Snohomish,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),9
Gig Harbor,Pierce,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),9
Brush Prairie,Clark,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),9
Longview,Cowlitz,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),9
Kent,King,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),9
Lake Forest Park,King,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),9
Longview,Cowlitz,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),9
Kenmore,King,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),9
Burien,King,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),9
Snohomish,Snohomish,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),9
Brush Prairie,Clark,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),9
Kenmore,King,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),9
Spanaway,Pierce,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),9
Snohomish,Snohomish,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),9
Seattle,King,2022,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),9
Issaquah,King,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),9
Graham,Pierce,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),9
Brush Prairie,Clark,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),9
Snoqualmie,King,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),9
Bremerton,Kitsap,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),9
Freeland,Island,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),9
Snohomish,Snohomish,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),9
Vancouver,Clark,2023,AUDI,Q4,Battery Electric Vehicle (BEV),9
Carnation,King,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),9
Kent,King,2016,KIA,SOUL,Battery Electric Vehicle (BEV),9
Kirkland,King,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),9
Lakewood,Pierce,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),9
Bothell,King,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),9
Issaquah,King,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),9
Bothell,Snohomish,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),9
Seattle,King,2021,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),9
Seattle,King,2022,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),9
Seattle,King,2021,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),9
Lakewood,Pierce,2023,KIA,NIRO,Battery Electric Vehicle (BEV),9
Camas,Clark,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),9
Camas,Clark,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),9
Bremerton,Kitsap,2016,KIA,SOUL,Battery Electric Vehicle (BEV),9
Bothell,Snohomish,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),9
Vancouver,Clark,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),9
Seattle,King,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),9
Kent,King,2022,KIA,NIRO,Battery Electric Vehicle (BEV),9
Gig Harbor,Pierce,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),9
Shoreline,King,2023,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),9
Vancouver,Clark,2023,MINI,HARDTOP,Battery Electric Vehicle (BEV),9
Lake Stevens,Snohomish,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),9
Issaquah,King,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),9
Shoreline,King,2023,KIA,EV6,Battery Electric Vehicle (BEV),9
Snohomish,Snohomish,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),9
Gig Harbor,Pierce,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),9
Vancouver,Clark,2023,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),9
Sammamish,King,2023,KIA,EV6,Battery Electric Vehicle (BEV),9
Gig Harbor,Pierce,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),9
Snohomish,Snohomish,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),9
Silverdale,Kitsap,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),9
Bothell,Snohomish,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),9
Lake Stevens,Snohomish,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),9
Bremerton,Kitsap,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),9
Sammamish,King,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),9
Lake Stevens,Snohomish,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),9
Bothell,Snohomish,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),9
Kirkland,King,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),9
Burien,King,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),9
Snohomish,Snohomish,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),9
Seattle,King,2016,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),9
Camano Island,Island,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),9
Kent,King,2022,FORD,F-150,Battery Electric Vehicle (BEV),9
Lake Stevens,Snohomish,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),9
Lake Stevens,Snohomish,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),9
Kirkland,King,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),9
